# Omega_m     sigma_8     h           
  0.645532    0.427258    0.481087    
  0.603357    0.791357    0.247947    
  0.223431    0.315627    0.752896    
  0.424225    0.647283    0.303685    
  0.811971    0.249737    0.697189    
  0.779881    0.675263    0.002029    
  0.394060    0.212960    0.997076    
  0.192533    0.765567    0.446347    
  0.570534    0.350199    0.552847    
  0.676674    0.993409    0.788430    
  0.056608    0.390786    0.211214    
  0.358720    0.568148    0.730739    
  0.970982    0.043589    0.268877    
  0.906350    0.865696    0.647039    
  0.293974    0.280345    0.353043    
  0.120744    0.698182    0.841361    
  0.740941    0.159769    0.158810    
  0.510167    0.558841    0.425631    
  0.132280    0.083172    0.574990    
  0.454923    0.875765    0.117937    
  0.840615    0.478158    0.882656    
  0.838814    0.638444    0.410719    
  0.460874    0.223322    0.589360    
  0.126268    0.798145    0.108946    
  0.512028    0.336085    0.891227    
  0.734868    0.945299    0.626810    
  0.122667    0.420495    0.373813    
  0.292234    0.620563    0.823023    
  0.912239    0.017696    0.177567    
  0.973088    0.821063    0.796940    
  0.352953    0.282893    0.202163    
  0.062315    0.738571    0.745170    
  0.674630    0.153466    0.254026    
  0.576180    0.502917    0.020847    
  0.190549    0.105067    0.978799    
  0.396226    0.935990    0.467057    
  0.774052    0.460076    0.532557    
  0.805959    0.902210    0.229182    
  0.426087    0.487027    0.771226    
  0.221631    0.538413    0.282907    
  0.609308    0.076414    0.717410    
  0.643793    0.704976    0.953031    
  0.029431    0.180233    0.047813    
  0.320801    0.856863    0.504866    
  0.942983    0.253936    0.496007    
  0.882623    0.592643    0.623215    
  0.260571    0.054412    0.376216    
  0.090272    0.971029    0.926945    
  0.704519    0.385984    0.072397    
  0.544668    0.770408    0.339256    
  0.156861    0.372619    0.660612    
  0.490246    0.664480    0.141087    
  0.870233    0.188504    0.858809    
  0.855674    0.781827    0.726587    
  0.469882    0.322254    0.272541    
  0.179244    0.652464    0.784281    
  0.557216    0.239707    0.214875    
  0.693630    0.604184    0.450499    
  0.073592    0.003682    0.549183    
  0.279269    0.959136    0.006177    
  0.891502    0.436819    0.993416    
  0.955776    0.724212    0.121600    
  0.343428    0.137687    0.878503    
  0.008822    0.837034    0.429292    
  0.628990    0.297323    0.570841    
  0.617942    0.921570    0.837697    
  0.240084    0.444114    0.162962    
  0.409651    0.518705    0.643378    
  0.795314    0.119436    0.357191    
  0.765177    0.553278    0.912336    
  0.377533    0.093644    0.087074    
  0.207233    0.884791    0.606597    
  0.587073    0.472095    0.392781    
  0.662085    0.871789    0.128367    
  0.039935    0.271349    0.871460    
  0.373321    0.687740    0.320733    
  0.987650    0.165363    0.679188    
  0.922888    0.987849    0.299537    
  0.308673    0.401263    0.700849    
  0.104217    0.577172    0.243794    
  0.726237    0.037522    0.756559    
  0.526835    0.681361    0.523377    
  0.146881    0.203966    0.477427    
  0.438251    0.755120    0.965747    
  0.826025    0.355790    0.035150    
  0.813023    0.961951    0.970399    
  0.450762    0.422256    0.029919    
  0.151579    0.599127    0.541674    
  0.521646    0.012617    0.458733    
  0.729470    0.643745    0.192359    
  0.101468    0.244491    0.808514    
  0.298112    0.796605    0.265523    
  0.933933    0.319166    0.735321    
  0.998086    0.527379    0.364451    
  0.362394    0.114636    0.634889    
  0.036821    0.906744    0.185723    
  0.664708    0.447188    0.813708    
  0.582493    0.834172    0.578595    
  0.212296    0.311871    0.421301    
  0.390409    0.729224    0.901763    
  0.752785    0.128737    0.098104    
  0.784387    0.702212    0.671437    
  0.420087    0.162578    0.328735    
  0.242707    0.862885    0.848212    
  0.614828    0.276314    0.151867    
  0.634053    0.880038    0.385516    
  0.004242    0.480722    0.615075    
  0.331036    0.556275    0.064302    
  0.968652    0.078896    0.936321    
  0.904013    0.759828    0.057678    
  0.266267    0.347146    0.941519    
  0.068402    0.678317    0.484448    
  0.698328    0.218700    0.514654    
  0.554467    0.562654    0.779564    
  0.182476    0.040292    0.220049    
  0.480927    0.996708    0.708354    
  0.845113    0.396282    0.291292    
  0.865536    0.613627    0.169088    
  0.495437    0.028506    0.830289    
  0.169863    0.946114    0.349829    
  0.532158    0.407929    0.649581    
  0.715079    0.810923    0.883226    
  0.079226    0.334994    0.116695    
  0.257338    0.627847    0.565859    
  0.885371    0.229981    0.433968    
  0.946098    0.923196    0.556302    
  0.318179    0.461122    0.444053    
  0.018996    0.513500    0.987045    
  0.654720    0.098361    0.013341    
  0.596431    0.745492    0.278255    
  0.234022    0.142610    0.722642    
  0.430666    0.820232    0.210884    
  0.800895    0.295414    0.789920    
  0.771430    0.845962    0.471773    
  0.399342    0.260901    0.527383    
  0.201477    0.717573    0.039079    
  0.565745    0.179327    0.960048    
  0.687021    0.539535    0.693670    
  0.049438    0.063545    0.305923    
  0.347888    0.895460    0.762991    
  0.977667    0.497655    0.236691    
  0.917430    0.663342    0.866799    
  0.287536    0.201329    0.133334    
  0.110157    0.777144    0.684109    
  0.747870    0.361945    0.315996    
  0.500982    0.981915    0.080887    
  0.136829    0.378972    0.919683    
  0.463622    0.580031    0.400204    
  0.835581    0.055274    0.600455    
  0.832899    0.581931    0.828566    
  0.462886    0.057188    0.171269    
  0.140007    0.983815    0.651792    
  0.502200    0.380887    0.348136    
  0.748599    0.775259    0.114481    
  0.112846    0.360076    0.884921    
  0.286312    0.661458    0.435694    
  0.914259    0.199459    0.563676    
  0.978884    0.897359    0.442326    
  0.351066    0.499570    0.558486    
  0.048702    0.541435    0.015556    
  0.684340    0.065460    0.985349    
  0.562575    0.715689    0.720432    
  0.200252    0.177457    0.279947    
  0.402031    0.844077    0.791641    
  0.772158    0.259033    0.208705    
  0.804065    0.818348    0.529596    
  0.431891    0.293544    0.470078    
  0.231333    0.743608    0.958322    
  0.595703    0.140741    0.041263    
  0.653503    0.515399    0.307646    
  0.015818    0.100277    0.691490    
  0.318915    0.925096    0.234480    
  0.948780    0.463037    0.764683    
  0.884643    0.625962    0.135544    
  0.254649    0.228112    0.865107    
  0.080450    0.809039    0.314274    
  0.718250    0.333124    0.686288    
  0.534839    0.948014    0.921409    
  0.170600    0.409844    0.078702    
  0.492259    0.615527    0.598240    
  0.864319    0.030421    0.401900    
  0.845842    0.998744    0.028222    
  0.483616    0.398304    0.972614    
  0.181252    0.564691    0.460917    
  0.551297    0.042314    0.539948    
  0.695646    0.676326    0.806334    
  0.067666    0.216693    0.194081    
  0.269444    0.757837    0.737012    
  0.905229    0.345140    0.263313    
  0.965482    0.558312    0.633197    
  0.329811    0.080918    0.366663    
  0.006932    0.882074    0.815888    
  0.634782    0.482745    0.184000    
  0.616045    0.860893    0.419117    
  0.245885    0.274308    0.580320    
  0.419350    0.700221    0.099799    
  0.781705    0.160571    0.899549    
  0.751568    0.727232    0.330915    
  0.387231    0.126731    0.669716    
  0.213033    0.832181    0.150176    
  0.585175    0.309864    0.850422    
  0.667878    0.908782    0.616771    
  0.038045    0.449209    0.383301    
  0.359705    0.529415    0.934137    
  0.997357    0.116658    0.066029    
  0.936615    0.794614    0.943702    
  0.298848    0.317159    0.055952    
  0.098291    0.641754    0.512959    
  0.728253    0.242485    0.486662    
  0.520917    0.601163    0.221741    
  0.148889    0.014639    0.777354    
  0.451986    0.963989    0.289111    
  0.816193    0.424277    0.710077    
  0.826754    0.756989    0.270814    
  0.440940    0.357674    0.728771    
  0.145656    0.683229    0.217090    
  0.523665    0.205851    0.782586    
  0.723556    0.575256    0.546973    
  0.103481    0.035622    0.452191    
  0.311851    0.985934    0.995137    
  0.924106    0.399363    0.003998    
  0.984480    0.689609    0.876781    
  0.372096    0.167248    0.123781    
  0.042625    0.873659    0.573052    
  0.662813    0.273233    0.427599    
  0.588290    0.882877    0.160748    
  0.210411    0.470195    0.839392    
  0.376797    0.551362    0.358917    
  0.762496    0.091745    0.641195    
  0.794097    0.516790    0.089284    
  0.406473    0.117536    0.910644    
  0.240820    0.919654    0.391059    
  0.620624    0.442215    0.608776    
  0.632160    0.838903    0.873187    
  0.010047    0.299208    0.126183    
  0.340739    0.726082    0.676973    
  0.955047    0.139571    0.322430    
  0.894183    0.957220    0.703063    
  0.280005    0.434920    0.297842    
  0.070414    0.602269    0.754834    
  0.692412    0.001782    0.245978    
  0.556488    0.654334    0.479150    
  0.176555    0.241591    0.521197    
  0.471106    0.783695    0.032939    
  0.858845    0.324139    0.967439    
  0.867551    0.666486    0.587668    
  0.489510    0.190496    0.412930    
  0.160038    0.772415    0.893407    
  0.545884    0.374610    0.107223    
  0.705248    0.969007    0.371629    
  0.092961    0.383947    0.628535    
  0.259347    0.590621    0.179263    
  0.879454    0.052376    0.820809    
  0.944200    0.858870    0.200466    
  0.323978    0.255926    0.799155    
  0.028694    0.706982    0.256210    
  0.641111    0.182225    0.743444    
  0.606138    0.536391    0.976620    
  0.220407    0.074378    0.022569    
  0.428777    0.900189    0.534248    
  0.806688    0.484989    0.464846    
  0.777222    0.933968    0.773409    
  0.397451    0.458039    0.227456    
  0.187860    0.500895    0.715715    
  0.575451    0.103029    0.285121    
  0.673413    0.740578    0.049505    
  0.059137    0.155457    0.950820    
  0.353689    0.823069    0.493826    
  0.975770    0.284884    0.506588    
  0.911511    0.618542    0.378396    
  0.289544    0.015659    0.621493    
  0.123891    0.943277    0.070705    
  0.738037    0.418458    0.929155    
  0.514710    0.800151    0.662307    
  0.127005    0.338077    0.337041    
  0.457697    0.640451    0.856625    
  0.837598    0.225313    0.142814    
  0.843304    0.877801    0.673312    
  0.455651    0.480180    0.326578    
  0.129110    0.560879    0.869523    
  0.508942    0.085193    0.130335    
  0.740205    0.696192    0.394719    
  0.118063    0.157762    0.604628    
  0.295191    0.863704    0.092948    
  0.909528    0.278339    0.906492    
  0.969757    0.570185    0.037088    
  0.355550    0.045611    0.963779    
  0.057336    0.995446    0.483302    
  0.679363    0.392808    0.517532    
  0.573712    0.763575    0.750685    
  0.193750    0.348193    0.249638    
  0.391378    0.673272    0.698911    
  0.779145    0.210953    0.301506    
  0.808793    0.645291    0.999290    
  0.423008    0.247731    0.000334    
  0.226113    0.789366    0.551121    
  0.604093    0.313620    0.448530    
  0.646757    0.967770    0.212937    
  0.026711    0.429279    0.786249    
  0.326146    0.596159    0.266666    
  0.938371    0.010855    0.732431    
  0.877652    0.829864    0.355252    
  0.265297    0.305351    0.645347    
  0.086948    0.731748    0.157088    
  0.707109    0.129049    0.843541    
  0.539812    0.527343    0.576716    
  0.161961    0.111900    0.423447    
  0.487771    0.913542    0.880441    
  0.873442    0.451284    0.119632    
  0.852832    0.546437    0.497975    
  0.472967    0.069241    0.502929    
  0.174753    0.893576    0.053657    
  0.562438    0.494566    0.947156    
  0.690674    0.849323    0.711567    
  0.076304    0.262570    0.288781    
  0.273932    0.712149    0.769257    
  0.896107    0.172209    0.231120    
  0.960753    0.979057    0.852964    
  0.338694    0.378815    0.146962    
  0.012152    0.584005    0.658644    
  0.626392    0.061948    0.341194    
  0.622791    0.656944    0.074365    
  0.234992    0.197143    0.925006    
  0.412120    0.777578    0.382059    
  0.792114    0.364592    0.617341    
  0.760695    0.806230    0.175598    
  0.382747    0.329095    0.824961    
  0.204398    0.629993    0.367969    
  0.590151    0.230923    0.632684    
  0.656741    0.612962    0.897072    
  0.044548    0.026148    0.103071    
  0.370357    0.952289    0.591328    
  0.990371    0.412410    0.408782    
  0.926210    0.746660    0.538401    
  0.306083    0.146479    0.461182    
  0.109187    0.812608    0.980768    
  0.721510    0.290489    0.018909    
  0.529311    0.928393    0.252058    
  0.143673    0.468531    0.747108    
  0.443107    0.509903    0.196318    
  0.820926    0.096978    0.802815    
  0.818299    0.709060    0.238629    
  0.446218    0.186989    0.761024    
  0.154596    0.854108    0.311798    
  0.518872    0.253850    0.687825    
  0.733899    0.902511    0.954174    
  0.096307    0.489509    0.044923    
  0.301015    0.531873    0.525444    
  0.930787    0.072058    0.473742    
  0.995556    0.768628    0.594580    
  0.365655    0.369602    0.406048    
  0.032033    0.671492    0.917745    
  0.669739    0.194281    0.082855    
  0.579102    0.587078    0.317934    
  0.214956    0.047124    0.682140    
  0.385492    0.974257    0.139208    
  0.757458    0.387488    0.860955    
  0.787412    0.937540    0.432030    
  0.417305    0.415408    0.567828    
  0.247990    0.621590    0.110821    
  0.610277    0.021393    0.889070    
  0.636949    0.634959    0.655456    
  0.001103    0.222018    0.343984    
  0.335457    0.803444    0.832226    
  0.963499    0.343567    0.167121    
  0.899217    0.504923    0.795794    
  0.271305    0.105836    0.205041    
  0.065865    0.931163    0.724580    
  0.701597    0.454014    0.276286    
  0.549558    0.827340    0.011404    
  0.187142    0.287447    0.989013    
  0.477543    0.738018    0.438177    
  0.847765    0.151187    0.562146    
  0.862518    0.870364    0.930476    
  0.498209    0.267740    0.070177    
  0.164587    0.695099    0.613106    
  0.536701    0.170541    0.387453    
  0.712177    0.548312    0.153836    
  0.082373    0.086009    0.846274    
  0.252909    0.888611    0.334579    
  0.890533    0.473244    0.665563    
  0.950885    0.685792    0.293260    
  0.313147    0.210123    0.706417    
  0.021525    0.752720    0.225894    
  0.651458    0.355113    0.773689    
  0.601349    0.988741    0.508811    
  0.229350    0.403390    0.490322    
  0.434058    0.571231    0.939550    
  0.798236    0.032817    0.059616    
  0.766146    0.606788    0.741165    
  0.403892    0.004104    0.259649    
  0.198451    0.954900    0.810483    
  0.568526    0.430402    0.190420    
  0.682601    0.788459    0.456765    
  0.054592    0.326217    0.543612    
  0.344993    0.652258    0.024074    
  0.980807    0.236829    0.976274    
  0.919966    0.914402    0.096135    
  0.284267    0.438672    0.903702    
  0.114952    0.520331    0.415458    
  0.742831    0.122786    0.584469    
  0.504367    0.721074    0.819552    
  0.134178    0.135784    0.179848    
  0.468532    0.842688    0.636857    
  0.830916    0.304213    0.362514    
  0.830658    0.607431    0.210595    
  0.468282    0.007234    0.789753    
  0.133935    0.955608    0.278056    
  0.504132    0.433475    0.722321    
  0.743085    0.785379    0.987242    
  0.115198    0.325502    0.013661    
  0.284505    0.649120    0.556592    
  0.920197    0.236179    0.444221    
  0.980572    0.917003    0.565570    
  0.344751    0.439852    0.433801    
  0.054342    0.522987    0.883027    
  0.682343    0.123902    0.116374    
  0.568757    0.719950    0.350026    
  0.198690    0.133120    0.649901    
  0.404138    0.841500    0.169379    
  0.766400    0.301606    0.830457    
  0.798002    0.867291    0.400006    
  0.433815    0.267033    0.600135    
  0.229100    0.691970    0.080596    
  0.601091    0.169897    0.919514    
  0.651689    0.548962    0.684398    
  0.021764    0.089146    0.316162    
  0.313393    0.889326    0.866998    
  0.951139    0.476325    0.133655    
  0.890275    0.684677    0.762794    
  0.252659    0.207465    0.236372    
  0.082131    0.751539    0.693379    
  0.711942    0.352514    0.305754    
  0.536954    0.991348    0.039368    
  0.164834    0.404579    0.960215    
  0.498448    0.573896    0.471973    
  0.862749    0.033940    0.527704    
  0.848022    0.940739    0.901564    
  0.477793    0.416241    0.097783    
  0.187384    0.624854    0.578306    
  0.549793    0.022170    0.421134    
  0.701343    0.634190    0.186014    
  0.065619    0.218762    0.813877    
  0.271067    0.802619    0.364649    
  0.898987    0.340376    0.635209    
  0.963733    0.506171    0.265324    
  0.335699    0.108627    0.735000    
  0.001353    0.932470    0.192070    
  0.637206    0.456739    0.808347    
  0.610046    0.824623    0.541965    
  0.247752    0.286147    0.458902    
  0.417059    0.735234    0.970597    
  0.787159    0.149946    0.030238    
  0.757693    0.708284    0.708064    
  0.385734    0.183725    0.291123    
  0.215205    0.853275    0.779367    
  0.579359    0.250652    0.219730    
  0.669508    0.905702    0.484647    
  0.031795    0.490335    0.514976    
  0.365410    0.535129    0.057967    
  0.995303    0.072826    0.941686    
  0.931044    0.765902    0.064011    
  0.301265    0.368297    0.936152    
  0.096549    0.668702    0.385319    
  0.734133    0.193031    0.614755    
  0.518618    0.588320    0.848411    
  0.154350    0.049906    0.152189    
  0.445980    0.975556    0.671726    
  0.818068    0.390206    0.328902    
  0.821178    0.807433    0.643088    
  0.443353    0.331688    0.357022    
  0.143911    0.631132    0.837500    
  0.529541    0.233571    0.162643    
  0.721253    0.610321    0.429491    
  0.108938    0.025016    0.571163    
  0.305841    0.949704    0.121889    
  0.925977    0.411214    0.878670    
  0.990601    0.749814    0.005886    
  0.370595    0.147114    0.993247    
  0.044793    0.815703    0.450302    
  0.656994    0.291190    0.548863    
  0.589917    0.927700    0.784481    
  0.204157    0.465444    0.215196    
  0.382498    0.509276    0.726876    
  0.760438    0.093832    0.272708    
  0.792344    0.543787    0.965548    
  0.412357    0.068103    0.034829    
  0.235237    0.890984    0.523088    
  0.623044    0.493363    0.477260    
  0.626158    0.850520    0.244085    
  0.011910    0.265154    0.756728    
  0.338445    0.713280    0.299735    
  0.960497    0.174851    0.701169    
  0.896360    0.978357    0.320534    
  0.274178    0.375718    0.678866    
  0.076542    0.583369    0.128078    
  0.690904    0.058796    0.871293    
  0.562181    0.660089    0.606888    
  0.174504    0.197771    0.392949    
  0.472726    0.780666    0.912533    
  0.852598    0.365283    0.087393    
  0.873187    0.648059    0.466859    
  0.487524    0.248988    0.532238    
  0.161722    0.792069    0.020556    
  0.539580    0.314934    0.978630    
  0.707367    0.966448    0.745459    
  0.087199    0.426570    0.254192    
  0.265540    0.594895    0.797139    
  0.877888    0.008080    0.202484    
  0.938140    0.830674    0.822826    
  0.325907    0.308557    0.177248    
  0.026465    0.732502    0.626519    
  0.646503    0.132320    0.373644    
  0.604328    0.524065    0.109235    
  0.226355    0.111138    0.891394    
  0.423259    0.910327    0.410918    
  0.809051    0.450466    0.589681    
  0.778914    0.876487    0.140798    
  0.391139    0.477477    0.858642    
  0.193503    0.559621    0.339057    
  0.573458    0.082426    0.660290    
  0.679599    0.698966    0.927142    
  0.057579    0.159027    0.072716    
  0.355801    0.866415    0.623506    
  0.970015    0.279660    0.376384    
  0.909273    0.566914    0.504577    
  0.294944    0.044858    0.495840    
  0.117824    0.992240    0.952832    
  0.739973    0.391997    0.047491    
  0.509200    0.764394    0.283105    
  0.129360    0.351406    0.717730    
  0.455894    0.674032    0.229473    
  0.843539    0.214232    0.771395    
  0.837832    0.936744    0.303394    
  0.457938    0.459303    0.697020    
  0.127254    0.503605    0.247749    
  0.514967    0.104352    0.752576    
  0.737807    0.739264    0.519428    
  0.123653    0.152754    0.481408    
  0.289299    0.821813    0.961884    
  0.911258    0.282116    0.038981    
  0.976027    0.619359    0.908385    
  0.353938    0.018873    0.091054    
  0.059379    0.944038    0.602735    
  0.673647    0.421737    0.396613    
  0.575198    0.796880    0.132227    
  0.187614    0.337323    0.867633    
  0.397213    0.637245    0.324687    
  0.776992    0.224502    0.675202    
  0.806945    0.665165    0.117737    
  0.429026    0.187785    0.882334    
  0.220648    0.771150    0.425342    
  0.606372    0.371836    0.574822    
  0.640858    0.971774    0.841652    
  0.028449    0.385204    0.158978    
  0.323741    0.593324    0.647236    
  0.943970    0.053689    0.353362    
  0.879688    0.855591    0.730539    
  0.259588    0.255166    0.268555    
  0.093210    0.703768    0.788141    
  0.705504    0.181406    0.211048    
  0.545654    0.537202    0.446638    
  0.159800    0.077584    0.553016    
  0.489264    0.900942    0.002226    
  0.867298    0.488261    0.997395    
  0.858609    0.517985    0.619358    
  0.470863    0.120121    0.380045    
  0.176304    0.920786    0.922990    
  0.556230    0.444856    0.076380    
  0.692644    0.836254    0.343205    
  0.070653    0.298068    0.656630    
  0.280251    0.723489    0.144950    
  0.894438    0.138368    0.854978    
  0.954789    0.960366    0.233132    
  0.340489    0.435547    0.767246    
  0.009804    0.605357    0.286769    
  0.631925    0.002475    0.713578    
  0.620878    0.653634    0.949172    
  0.241067    0.238496    0.051640    
  0.406712    0.783061    0.500913    
  0.794329    0.320986    0.499992    
  0.762238    0.754347    0.800803    
  0.376546    0.356543    0.198332    
  0.210168    0.680646    0.749120    
  0.588055    0.204655    0.250044    
  0.663068    0.576461    0.016892    
  0.042871    0.038214    0.982783    
  0.372335    0.987072    0.463199    
  0.984712    0.402013    0.536386    
  0.923870    0.688917    0.406766    
  0.311608    0.164159    0.593345    
  0.103231    0.873031    0.105086    
  0.723297    0.270088    0.895054    
  0.523896    0.886029    0.630671    
  0.145895    0.470831    0.369980    
  0.441187    0.554458    0.826974    
  0.827008    0.092445    0.173588    
  0.815962    0.730424    0.862850    
  0.451747    0.127556    0.137316    
  0.148643    0.835436    0.680245    
  0.520663    0.310634    0.319826    
  0.728488    0.908005    0.084744    
  0.098533    0.445947    0.915854    
  0.299099    0.528582    0.404159    
  0.936873    0.113459    0.596472    
  0.997103    0.795856    0.475633    
  0.359458    0.319942    0.523555    
  0.037807    0.643053    0.043032    
  0.667647    0.245202    0.956063    
  0.585433    0.598438    0.689719    
  0.213283    0.013332    0.309902    
  0.387474    0.961198    0.759130    
  0.751803    0.423029    0.240524    
  0.781451    0.997976    0.560256    
  0.419104    0.395047    0.440069    
  0.245646    0.563865    0.990903    
  0.615814    0.039123    0.009512    
  0.635040    0.679524    0.274392    
  0.007182    0.217527    0.726473    
  0.330054    0.761101    0.206935    
  0.965717    0.345916    0.793901    
  0.904998    0.555594    0.165227    
  0.269206    0.079619    0.834121    
  0.067419    0.879292    0.345877    
  0.695392    0.481503    0.653561    
  0.551532    0.862143    0.887179    
  0.181494    0.277098    0.112709    
  0.483866    0.701527    0.569719    
  0.846100    0.163297    0.430141    
  0.864549    0.818998    0.061627    
  0.492497    0.296682    0.937537    
  0.170845    0.744323    0.488312    
  0.535093    0.143821    0.510824    
  0.718015    0.512327    0.775707    
  0.080208    0.099568    0.223878    
  0.254399    0.921966    0.704399    
  0.884386    0.462395    0.295275    
  0.949033    0.628569    0.667578    
  0.319161    0.229300    0.332562    
  0.016056    0.811703    0.844259    
  0.653734    0.334248    0.155852    
  0.595445    0.946898    0.389467    
  0.231084    0.407187    0.611095    
  0.431649    0.614346    0.068163    
  0.803831    0.027821    0.932488    
  0.772412    0.578850    0.360497    
  0.402276    0.056473    0.638873    
  0.200490    0.980677    0.181865    
  0.562806    0.380236    0.817536    
  0.684083    0.775903    0.582458    
  0.048452    0.363205    0.417470    
  0.350824    0.662165    0.905712    
  0.978650    0.202532    0.094123    
  0.914490    0.896236    0.974260    
  0.286550    0.496906    0.026086    
  0.113092    0.540246    0.545626    
  0.748852    0.062853    0.454753    
  0.501965    0.718288    0.188406    
  0.139764    0.178638    0.812499    
  0.462637    0.846735    0.261664    
  0.832642    0.260148    0.739148    
  0.835820    0.844819    0.939747    
  0.463854    0.258249    0.059935    
  0.137083    0.716373    0.509101    
  0.501229    0.176738    0.490491    
  0.747627    0.542116    0.225605    
  0.109922    0.064737    0.773522    
  0.287278    0.898105    0.293061    
  0.917179    0.498790    0.706096    
  0.977914    0.660250    0.334776    
  0.348143    0.200632    0.665883    
  0.049669    0.773987    0.154127    
  0.687260    0.361306    0.846443    
  0.565495    0.982546    0.612818    
  0.201219    0.382121    0.387287    
  0.399106    0.580720    0.930277    
  0.771187    0.058357    0.069855    
  0.801142    0.616215    0.637146    
  0.430920    0.029706    0.362681    
  0.234254    0.948767    0.819752    
  0.596670    0.409071    0.180169    
  0.654470    0.809788    0.415260    
  0.018738    0.332348    0.584150    
  0.317944    0.626654    0.095844    
  0.945855    0.227401    0.903533    
  0.885611    0.923836    0.024363    
  0.257569    0.464279    0.976441    
  0.079480    0.514196    0.456964    
  0.715326    0.101453    0.543933    
  0.531915    0.742408    0.810285    
  0.169628    0.141922    0.190101    
  0.495178    0.817083    0.740874    
  0.865285    0.294782    0.259480    
  0.844875    0.699506    0.139499    
  0.480697    0.161259    0.861124    
  0.182223    0.860121    0.318131    
  0.554222    0.275061    0.682459    
  0.698569    0.881298    0.917546    
  0.068636    0.483494    0.082533    
  0.266524    0.557601    0.594291    
  0.904262    0.081610    0.405882    
  0.968406    0.759078    0.525735    
  0.330783    0.343879    0.473911    
  0.004012    0.677503    0.954371    
  0.633816    0.215490    0.045242    
  0.615077    0.565872    0.311598    
  0.242964    0.041114    0.687504    
  0.420321    0.999982    0.238340    
  0.784629    0.397039    0.760856    
  0.752540    0.963205    0.438377    
  0.390156    0.425019    0.562468    
  0.212066    0.600444    0.011693    
  0.582255    0.015324    0.989180    
  0.664957    0.641031    0.724290    
  0.037078    0.243166    0.276118    
  0.362628    0.793834    0.795597    
  0.998327    0.317905    0.204721    
  0.933696    0.530588    0.832425    
  0.297882    0.115450    0.167442    
  0.101215    0.910012    0.655745    
  0.729224    0.447937    0.344151    
  0.521887    0.833415    0.110530    
  0.151813    0.308596    0.888901    
  0.451018    0.728401    0.431832    
  0.813272    0.125519    0.567508    
  0.825783    0.552574    0.382259    
  0.438016    0.090576    0.617662    
  0.146623    0.884145    0.074655    
  0.526585    0.468961    0.925173    
  0.726475    0.874931    0.658353    
  0.104448    0.272002    0.341025    
  0.308927    0.690816    0.852767    
  0.923134    0.166075    0.146642    
  0.987401    0.985188    0.769456    
  0.373064    0.400143    0.231441    
  0.039701    0.574576    0.711855    
  0.661843    0.036345    0.288948    
  0.587319    0.682545    0.053366    
  0.207486    0.206570    0.946987    
  0.377763    0.756247    0.497777    
  0.765416    0.358458    0.502609    
  0.795065    0.784960    0.196609    
  0.409394    0.322901    0.802984    
  0.239850    0.655534    0.252255    
  0.617700    0.240410    0.747427    
  0.629236    0.603473    0.980569    
  0.009076    0.000605    0.018587    
  0.343659    0.958481    0.538112    
  0.956014    0.433678    0.461016    
  0.891260    0.725389    0.591619    
  0.279034    0.140283    0.408950    
  0.073334    0.838153    0.897269    
  0.693380    0.299984    0.103390    
  0.557454    0.918901    0.367770    
  0.179474    0.442987    0.632363    
  0.470135    0.516101    0.175309    
  0.855920    0.118251    0.824794    
  0.870475    0.898951    0.699200    
  0.490481    0.486254    0.301673    
  0.157118    0.535210    0.750885    
  0.544918    0.075578    0.249959    
  0.704280    0.705805    0.483104    
  0.090040    0.183429    0.517213    
  0.260317    0.857629    0.036797    
  0.882377    0.257187    0.963611    
  0.943233    0.591333    0.093237    
  0.321059    0.051683    0.906659    
  0.029666    0.969784    0.394918    
  0.644035    0.383197    0.604949    
  0.609062    0.773187    0.869326    
  0.221377    0.373857    0.130016    
  0.425856    0.667201    0.673022    
  0.805721    0.189807    0.326409    
  0.774302    0.639282    0.880638    
  0.396484    0.226524    0.119952    
  0.190784    0.798917    0.577007    
  0.576422    0.339346    0.423616    
  0.674383    0.942046    0.156799    
  0.062061    0.419731    0.843374    
  0.352722    0.617369    0.355053    
  0.972849    0.016866    0.645026    
  0.912482    0.823849    0.266863    
  0.292469    0.284139    0.732751    
  0.122925    0.741301    0.213228    
  0.735118    0.154776    0.786418    
  0.511790    0.501614    0.550832    
  0.126037    0.102345    0.448363    
  0.460620    0.934752    0.999091    
  0.838568    0.457297    0.000012    
  0.840369    0.672011    0.534448    
  0.454670    0.212195    0.465168    
  0.132049    0.762371    0.976909    
  0.509928    0.349370    0.022736    
  0.741190    0.994246    0.255919    
  0.121002    0.393988    0.743275    
  0.294208    0.568921    0.200269    
  0.906592    0.046849    0.798835    
  0.970744    0.864392    0.179462    
  0.358490    0.277624    0.821131    
  0.056354    0.696945    0.371918    
  0.676428    0.156989    0.628702    
  0.570776    0.561628    0.893117    
  0.192767    0.084417    0.107054    
  0.394317    0.878493    0.587470    
  0.780131    0.479469    0.412611    
  0.811733    0.912334    0.856916    
  0.423995    0.452457    0.142982    
  0.223178    0.526071    0.662505    
  0.603111    0.113130    0.337360    
  0.645774    0.730479    0.070506    
  0.023776    0.130283    0.928833    
  0.327132    0.828653    0.378106    
  0.941310    0.306520    0.621326    
  0.876671    0.596901    0.494117    
  0.262362    0.010072    0.506757    
  0.087935    0.968455    0.049703    
  0.710048    0.428560    0.951140    
  0.542751    0.790047    0.715516    
  0.162947    0.312897    0.284800    
  0.484835    0.646036    0.773120    
  0.872459    0.246951    0.227289    
  0.853815    0.778751    0.359206    
