# Omega_m     sigma_8     h           
  0.358213    0.856355    0.696217    
  0.341343    1.074814    0.649589    
  0.189372    0.789376    0.750579    
  0.269690    0.988370    0.660737    
  0.424788    0.749842    0.739438    
  0.411952    1.005158    0.600406    
  0.257624    0.727776    0.799415    
  0.177013    1.059340    0.689269    
  0.328214    0.810120    0.710569    
  0.370670    1.196045    0.757686    
  0.122643    0.834471    0.642243    
  0.243488    0.940889    0.746148    
  0.488393    0.626153    0.653775    
  0.462540    1.119417    0.729408    
  0.217589    0.768207    0.670609    
  0.148298    1.018909    0.768272    
  0.396376    0.695861    0.631762    
  0.304067    0.935305    0.685126    
  0.152912    0.649903    0.714998    
  0.281969    1.125459    0.623587    
  0.436246    0.886895    0.776531    
  0.435526    0.983067    0.682144    
  0.284350    0.733993    0.717872    
  0.150507    1.078887    0.621789    
  0.304811    0.801651    0.778245    
  0.393947    1.167179    0.725362    
  0.149067    0.852297    0.674763    
  0.216894    0.972338    0.764605    
  0.464896    0.610618    0.635513    
  0.489235    1.092638    0.759388    
  0.241181    0.769736    0.640433    
  0.124926    1.043143    0.749034    
  0.369852    0.692079    0.650805    
  0.330472    0.901750    0.604169    
  0.176220    0.663040    0.795760    
  0.258491    1.161594    0.693411    
  0.409621    0.876045    0.706511    
  0.422384    1.141326    0.645836    
  0.270435    0.892216    0.754245    
  0.188652    0.923048    0.656581    
  0.343723    0.645849    0.743482    
  0.357517    1.022986    0.790606    
  0.111772    0.708140    0.609563    
  0.228320    1.114118    0.700973    
  0.477193    0.752361    0.699201    
  0.453049    0.955586    0.724643    
  0.204228    0.632647    0.675243    
  0.136109    1.182617    0.785389    
  0.381808    0.831591    0.614479    
  0.317867    1.062245    0.667851    
  0.162744    0.823572    0.732122    
  0.296098    0.998688    0.628217    
  0.448093    0.713103    0.771762    
  0.442270    1.069096    0.745317    
  0.287953    0.793353    0.654508    
  0.171697    0.991479    0.756856    
  0.322886    0.743824    0.642975    
  0.377452    0.962510    0.690100    
  0.129437    0.602209    0.709837    
  0.211707    1.175481    0.601235    
  0.456601    0.862091    0.798683    
  0.482310    1.034527    0.624320    
  0.237371    0.682612    0.775701    
  0.103529    1.102220    0.685858    
  0.351596    0.778394    0.714168    
  0.347177    1.152942    0.767539    
  0.196034    0.866468    0.632592    
  0.263860    0.911223    0.728676    
  0.418126    0.671661    0.671438    
  0.406071    0.931967    0.782467    
  0.251013    0.656187    0.617415    
  0.182893    1.130875    0.721319    
  0.334829    0.883257    0.678556    
  0.364834    1.123073    0.625673    
  0.115974    0.762809    0.774292    
  0.249328    1.012644    0.664147    
  0.495060    0.699218    0.735838    
  0.469155    1.192709    0.659907    
  0.223469    0.840758    0.740170    
  0.141687    0.946303    0.648759    
  0.390495    0.622513    0.751312    
  0.310734    1.008816    0.704675    
  0.158752    0.722380    0.695485    
  0.275300    1.053072    0.793149    
  0.430410    0.813474    0.607030    
  0.425209    1.177171    0.794080    
  0.280305    0.853354    0.605984    
  0.160632    0.959476    0.708335    
  0.308658    0.607570    0.691747    
  0.391788    0.986247    0.638472    
  0.140587    0.746695    0.761703    
  0.219245    1.077963    0.653105    
  0.473573    0.791500    0.747064    
  0.499234    0.916427    0.672890    
  0.244958    0.668781    0.726978    
  0.114728    1.144047    0.637145    
  0.365883    0.868313    0.762742    
  0.332997    1.100503    0.715719    
  0.184919    0.787123    0.684260    
  0.256163    1.037534    0.780353    
  0.401114    0.677242    0.619621    
  0.413755    1.021327    0.734287    
  0.268035    0.697547    0.665747    
  0.197083    1.117731    0.769642    
  0.345931    0.765788    0.630373    
  0.353621    1.128023    0.677103    
  0.101697    0.888433    0.723015    
  0.232414    0.933765    0.612860    
  0.487461    0.647338    0.787264    
  0.461605    1.055897    0.611536    
  0.206507    0.808288    0.788304    
  0.127361    1.006990    0.696890    
  0.379331    0.731220    0.702931    
  0.321787    0.937592    0.755913    
  0.172990    0.624175    0.644010    
  0.292371    1.198025    0.741671    
  0.438045    0.837769    0.658258    
  0.446214    0.968176    0.633818    
  0.298175    0.617103    0.766058    
  0.167945    1.167668    0.669966    
  0.312863    0.844757    0.729916    
  0.386032    1.086554    0.776645    
  0.131690    0.800996    0.623339    
  0.202935    0.976708    0.713172    
  0.454149    0.737988    0.686794    
  0.478439    1.153918    0.711260    
  0.227272    0.876673    0.688811    
  0.107598    0.908100    0.797409    
  0.361888    0.659017    0.602668    
  0.338572    1.047295    0.655651    
  0.193609    0.685566    0.744528    
  0.272266    1.092139    0.642177    
  0.420358    0.777248    0.757984    
  0.408572    1.107577    0.694355    
  0.259737    0.756541    0.705477    
  0.180591    1.030544    0.607816    
  0.326298    0.707596    0.792010    
  0.374809    0.923721    0.738734    
  0.119775    0.638127    0.661185    
  0.239155    1.137276    0.752598    
  0.491067    0.898593    0.647338    
  0.466972    0.998005    0.773360    
  0.215015    0.720797    0.626667    
  0.144063    1.066287    0.736822    
  0.399148    0.817167    0.663199    
  0.300393    1.189149    0.616177    
  0.154731    0.827383    0.783937    
  0.285449    0.948018    0.680041    
  0.434232    0.633164    0.720091    
  0.433160    0.949159    0.765713    
  0.285154    0.634313    0.634254    
  0.156003    1.190289    0.730358    
  0.300880    0.828532    0.669627    
  0.399440    1.065156    0.622896    
  0.145138    0.816046    0.776984    
  0.214525    0.996875    0.687139    
  0.465704    0.719675    0.712735    
  0.491554    1.138415    0.688465    
  0.240426    0.899742    0.711697    
  0.119481    0.924861    0.603111    
  0.373736    0.639276    0.797070    
  0.325030    1.029413    0.744086    
  0.180101    0.706474    0.655989    
  0.260812    1.106446    0.758328    
  0.408863    0.755420    0.641741    
  0.421626    1.091009    0.705919    
  0.272756    0.776126    0.694016    
  0.192533    1.046165    0.791664    
  0.338281    0.684445    0.608253    
  0.361401    0.909239    0.661529    
  0.106327    0.660166    0.738298    
  0.227566    1.155058    0.646896    
  0.479512    0.877822    0.752937    
  0.453857    0.975577    0.627109    
  0.201859    0.736867    0.773021    
  0.132180    1.085423    0.662855    
  0.387300    0.799875    0.737258    
  0.313936    1.168808    0.784282    
  0.168240    0.845906    0.615740    
  0.296904    0.969316    0.719648    
  0.445727    0.618253    0.680380    
  0.438337    1.199247    0.605644    
  0.293447    0.838982    0.794523    
  0.172501    0.938815    0.692183    
  0.320519    0.625388    0.707990    
  0.378258    1.005796    0.761267    
  0.127066    0.730016    0.638816    
  0.207778    1.054702    0.747402    
  0.462092    0.807084    0.652663    
  0.486193    0.934987    0.726639    
  0.231925    0.648551    0.673333    
  0.102773    1.129245    0.763178    
  0.353913    0.889647    0.636800    
  0.346418    1.116536    0.683823    
  0.198354    0.764585    0.716064    
  0.267740    1.020133    0.619960    
  0.412682    0.696342    0.779910    
  0.400627    1.036339    0.666183    
  0.254893    0.676038    0.733943    
  0.185213    1.099309    0.630035    
  0.334070    0.785919    0.770084    
  0.367151    1.145269    0.723354    
  0.115218    0.869526    0.676660    
  0.243882    0.917649    0.786827    
  0.498943    0.669995    0.613206    
  0.474646    1.076769    0.788740    
  0.219539    0.790295    0.611190    
  0.139316    0.985052    0.702592    
  0.391301    0.745491    0.697332    
  0.308367    0.960698    0.644348    
  0.159556    0.608783    0.755471    
  0.280794    1.178393    0.657822    
  0.426477    0.854566    0.742015    
  0.430701    1.054194    0.654163    
  0.276376    0.814604    0.745754    
  0.158262    1.009938    0.643418    
  0.309466    0.723511    0.756517    
  0.389422    0.945154    0.709395    
  0.141393    0.621373    0.690438    
  0.224741    1.191561    0.799027    
  0.469642    0.839618    0.600800    
  0.493792    1.013765    0.775356    
  0.248838    0.700349    0.624756    
  0.117050    1.124195    0.714610    
  0.365125    0.763940    0.685520    
  0.335316    1.129726    0.632150    
  0.184164    0.882117    0.767878    
  0.250719    0.930817    0.671783    
  0.404998    0.655047    0.728239    
  0.417639    0.910074    0.617857    
  0.262589    0.670521    0.782129    
  0.196328    1.151792    0.678212    
  0.348249    0.865329    0.721755    
  0.352864    1.103342    0.774637    
  0.104019    0.779525    0.625237    
  0.236296    1.035649    0.735395    
  0.482019    0.683743    0.664486    
  0.457673    1.174332    0.740613    
  0.212002    0.860952    0.659568    
  0.128165    0.961361    0.750967    
  0.376965    0.601069    0.649196    
  0.322595    0.992600    0.695830    
  0.170622    0.744955    0.704239    
  0.288443    1.070217    0.606588    
  0.443538    0.794483    0.793488    
  0.447020    0.999892    0.717534    
  0.295804    0.714298    0.682586    
  0.164015    1.063449    0.778681    
  0.318354    0.824766    0.621445    
  0.382099    1.181404    0.674326    
  0.137184    0.830368    0.725707    
  0.203739    0.954373    0.635853    
  0.451781    0.631425    0.764162    
  0.477680    1.115322    0.640093    
  0.229591    0.753556    0.759831    
  0.111478    1.024189    0.651242    
  0.356444    0.709335    0.748689    
  0.342455    0.921834    0.795324    
  0.188163    0.644627    0.604514    
  0.271511    1.140113    0.706850    
  0.422675    0.890994    0.692969    
  0.410889    1.160381    0.754682    
  0.258980    0.874823    0.645491    
  0.175144    0.900537    0.743143    
  0.330180    0.661818    0.657024    
  0.369365    1.044347    0.609901    
  0.123655    0.693274    0.790164    
  0.241476    1.093841    0.698765    
  0.490308    0.770931    0.701318    
  0.464604    0.971125    0.675679    
  0.215818    0.609395    0.724299    
  0.149556    1.165966    0.614141    
  0.395215    0.851075    0.785831    
  0.305884    1.080091    0.732461    
  0.150802    0.802846    0.667408    
  0.283079    0.984271    0.771325    
  0.435039    0.735188    0.628563    
  0.437321    1.126681    0.734662    
  0.282261    0.888108    0.665316    
  0.151644    0.936527    0.773905    
  0.303577    0.651116    0.626067    
  0.396082    1.017715    0.678944    
  0.147225    0.694657    0.720926    
  0.218076    1.118222    0.618590    
  0.463811    0.767003    0.781298    
  0.487903    0.942111    0.607418    
  0.242220    0.627366    0.792756    
  0.122934    1.197267    0.696660    
  0.371745    0.835685    0.703506    
  0.329485    1.058145    0.750137    
  0.177500    0.808916    0.649928    
  0.256551    1.003963    0.739782    
  0.411658    0.726572    0.660301    
  0.423517    0.987174    0.799858    
  0.269203    0.748639    0.600067    
  0.190445    1.073620    0.710224    
  0.341637    0.788172    0.689706    
  0.358703    1.180662    0.642587    
  0.110685    0.857568    0.757250    
  0.230458    0.957696    0.653333    
  0.475349    0.606513    0.746486    
  0.451061    1.097919    0.671050    
  0.206119    0.783210    0.729069    
  0.134779    1.039049    0.631418    
  0.382843    0.677429    0.768708    
  0.315925    0.916406    0.715343    
  0.164785    0.667140    0.684689    
  0.295108    1.148125    0.776088    
  0.449377    0.870770    0.623926    
  0.441133    0.927862    0.699595    
  0.289187    0.641545    0.700586    
  0.169901    1.136146    0.610731    
  0.324975    0.896740    0.789431    
  0.376269    1.109594    0.742313    
  0.130522    0.757542    0.657756    
  0.209573    1.027290    0.753851    
  0.458443    0.703326    0.646224    
  0.484301    1.187434    0.770593    
  0.235477    0.827289    0.629392    
  0.104861    0.950403    0.731729    
  0.350557    0.637169    0.668239    
  0.349116    0.994166    0.614873    
  0.193997    0.718286    0.785001    
  0.264848    1.066547    0.676412    
  0.416846    0.818755    0.723468    
  0.404278    1.083738    0.635120    
  0.253099    0.797457    0.764992    
  0.181759    0.977996    0.673594    
  0.336060    0.738554    0.726537    
  0.362696    0.967777    0.779414    
  0.117819    0.615689    0.620614    
  0.248143    1.171373    0.718266    
  0.496148    0.847446    0.681756    
  0.470484    1.047996    0.707680    
  0.222433    0.687888    0.692236    
  0.143675    1.087565    0.796154    
  0.388604    0.774294    0.603782    
  0.311724    1.157036    0.650412    
  0.157469    0.881119    0.749422    
  0.277243    0.905942    0.639264    
  0.428370    0.658187    0.760563    
  0.427319    1.025436    0.647726    
  0.278487    0.712193    0.752205    
  0.161838    1.112465    0.662360    
  0.307549    0.752310    0.737565    
  0.393560    1.141507    0.790835    
  0.138523    0.893705    0.608985    
  0.220406    0.919124    0.705089    
  0.472315    0.643235    0.694748    
  0.498223    1.061177    0.718916    
  0.246262    0.821761    0.681210    
  0.112813    1.002895    0.783549    
  0.367896    0.716569    0.616571    
  0.331641    0.952247    0.663587    
  0.185982    0.628274    0.736428    
  0.254197    1.184554    0.627842    
  0.402983    0.832493    0.772191    
  0.414965    1.162524    0.686406    
  0.266922    0.849245    0.713566    
  0.199196    0.972954    0.622164    
  0.344111    0.612836    0.777814    
  0.354780    0.980975    0.731091    
  0.100441    0.733211    0.668797    
  0.234183    1.082066    0.766445    
  0.485399    0.806140    0.633424    
  0.459687    0.902954    0.759159    
  0.208522    0.663502    0.641008    
  0.126346    1.158698    0.744916    
  0.380639    0.872408    0.655257    
  0.319823    1.096404    0.602281    
  0.174857    0.772468    0.797803    
  0.291017    1.042811    0.687635    
  0.439106    0.690712    0.712429    
  0.445007    1.122218    0.786095    
  0.299284    0.760644    0.614035    
  0.165835    1.017060    0.722621    
  0.314680    0.702324    0.677491    
  0.384871    0.928987    0.630767    
  0.132949    0.651605    0.769255    
  0.201164    1.133167    0.666916    
  0.456213    0.883946    0.733113    
  0.480354    1.011475    0.658652    
  0.225259    0.726074    0.741283    
  0.108610    1.051632    0.645179    
  0.360583    0.813068    0.754738    
  0.340539    1.193245    0.701762    
  0.191740    0.842034    0.698064    
  0.273623    0.942739    0.787910    
  0.419295    0.619690    0.611923    
  0.406458    0.964073    0.748233    
  0.261557    0.602462    0.651930    
  0.179381    1.172940    0.762097    
  0.327410    0.858241    0.638084    
  0.373040    1.073075    0.691353    
  0.121837    0.795730    0.708722    
  0.237997    0.991355    0.604815    
  0.492323    0.742097    0.795255    
  0.467986    1.148641    0.619227    
  0.213707    0.863203    0.780740    
  0.145981    0.912199    0.683092    
  0.397132    0.673671    0.716894    
  0.301747    1.032644    0.763910    
  0.153671    0.681470    0.635970    
  0.287413    1.105613    0.727371    
  0.432366    0.782528    0.672503    
  0.432263    0.964459    0.642119    
  0.287313    0.604341    0.757951    
  0.153574    1.173365    0.655611    
  0.301653    0.860085    0.744464    
  0.397234    1.071227    0.797448    
  0.146079    0.795301    0.602732    
  0.213802    0.989472    0.711318    
  0.468079    0.741708    0.688844    
  0.492229    1.150202    0.713114    
  0.237900    0.863911    0.686760    
  0.121737    0.913792    0.776605    
  0.372937    0.674341    0.623275    
  0.327503    1.031970    0.670005    
  0.179476    0.679872    0.729980    
  0.261655    1.104900    0.633876    
  0.406560    0.780963    0.766091    
  0.419201    1.120374    0.680001    
  0.273526    0.760220    0.720027    
  0.191640    1.015182    0.616119    
  0.340436    0.701938    0.783903    
  0.360676    0.929377    0.736880    
  0.108705    0.653488    0.663232    
  0.225357    1.133596    0.773400    
  0.480456    0.885795    0.626731    
  0.456110    1.010806    0.752559    
  0.201064    0.724479    0.647274    
  0.132852    1.050923    0.738676    
  0.384777    0.811509    0.661151    
  0.314782    1.194809    0.607874    
  0.165933    0.842747    0.792043    
  0.299379    0.944338    0.694395    
  0.445100    0.620364    0.705541    
  0.439209    1.164444    0.780313    
  0.291117    0.849745    0.619557    
  0.174954    0.974912    0.715661    
  0.319917    0.613302    0.684227    
  0.380537    0.980514    0.637203    
  0.126248    0.731257    0.762775    
  0.208427    1.081571    0.672930    
  0.459595    0.804226    0.727042    
  0.485493    0.903703    0.653065    
  0.234280    0.665176    0.747000    
  0.100541    1.159482    0.638414    
  0.354883    0.874043    0.761669    
  0.344018    1.094774    0.708393    
  0.199101    0.771688    0.691780    
  0.266824    1.041141    0.794119    
  0.414863    0.689968    0.606048    
  0.403077    1.024971    0.741613    
  0.254294    0.710235    0.658225    
  0.186082    1.111965    0.755873    
  0.331744    0.750391    0.643946    
  0.367803    1.143421    0.696929    
  0.112718    0.894201    0.702995    
  0.246164    0.921078    0.611593    
  0.498121    0.643695    0.788337    
  0.472418    1.059541    0.612802    
  0.220506    0.820978    0.787230    
  0.138620    1.001221    0.677064    
  0.393653    0.715819    0.722951    
  0.307447    0.952992    0.769682    
  0.161740    0.629943    0.630438    
  0.278392    1.185333    0.734345    
  0.427227    0.834124    0.665780    
  0.428471    1.084460    0.728618    
  0.277341    0.799013    0.671404    
  0.157564    0.978679    0.767500    
  0.311816    0.740143    0.632529    
  0.388501    0.966193    0.685898    
  0.143575    0.615010    0.714233    
  0.222337    1.169823    0.624378    
  0.470391    0.846729    0.775734    
  0.496240    1.049888    0.601177    
  0.248238    0.688268    0.798649    
  0.117917    1.089422    0.690060    
  0.362798    0.774714    0.709773    
  0.335967    1.156620    0.756896    
  0.181663    0.879266    0.643039    
  0.252999    0.905566    0.745375    
  0.404175    0.656299    0.654542    
  0.416938    0.926272    0.793110    
  0.264943    0.640862    0.606966    
  0.194095    1.134590    0.704618    
  0.349218    0.896018    0.695452    
  0.350463    1.110312    0.648817    
  0.104764    0.759092    0.751346    
  0.235378    1.027968    0.659947    
  0.484199    0.704911    0.740234    
  0.458544    1.187014    0.664107    
  0.209671    0.825431    0.735773    
  0.130617    0.950022    0.625616    
  0.376361    0.635277    0.774259    
  0.324873    0.996053    0.721378    
  0.169802    0.718662    0.678590    
  0.289090    1.068400    0.782507    
  0.441039    0.819170    0.617479    
  0.449275    0.988835    0.693372    
  0.295010    0.749393    0.706448    
  0.164689    1.075241    0.604111    
  0.315832    0.788961    0.795726    
  0.382947    1.179869    0.749092    
  0.134880    0.855942    0.650838    
  0.206216    0.956937    0.759428    
  0.451155    0.604848    0.640497    
  0.475256    1.098405    0.764565    
  0.230363    0.785134    0.635450    
  0.110586    1.039501    0.725304    
  0.358601    0.679392    0.674729    
  0.341731    0.914439    0.621847    
  0.190542    0.666683    0.778279    
  0.269303    1.146196    0.682184    
  0.423621    0.870280    0.717936    
  0.411565    1.125892    0.628160    
  0.256456    0.886486    0.771728    
  0.177401    0.935773    0.667811    
  0.329383    0.649456    0.732058    
  0.371839    1.019380    0.785428    
  0.123032    0.695416    0.614543    
  0.242320    1.119849    0.724701    
  0.488006    0.767796    0.675277    
  0.463709    0.940148    0.700915    
  0.217978    0.626915    0.699168    
  0.147130    1.195344    0.790566    
  0.395989    0.835198    0.609498    
  0.303680    1.058636    0.656621    
  0.151744    0.810844    0.743546    
  0.282358    1.004419    0.645895    
  0.437416    0.728539    0.754279    
  0.435133    1.162046    0.660679    
  0.283175    0.875582    0.739404    
  0.150902    0.902163    0.649550    
  0.305987    0.662611    0.750515    
  0.395123    1.043558    0.703886    
  0.149461    0.691653    0.696282    
  0.215720    1.093088    0.792377    
  0.464503    0.769270    0.607796    
  0.490411    0.971616    0.781677    
  0.241575    0.611324    0.618211    
  0.123751    1.166423    0.720547    
  0.369459    0.853042    0.679323    
  0.330079    1.078128    0.626445    
  0.175046    0.802394    0.773527    
  0.258885    0.982347    0.664937    
  0.410797    0.734701    0.735040    
  0.422778    0.999099    0.623547    
  0.271610    0.712671    0.776467    
  0.188259    1.062690    0.685068    
  0.342549    0.823101    0.714964    
  0.356343    1.183065    0.768330    
  0.111380    0.831123    0.631796    
  0.229496    0.955995    0.729447    
  0.477588    0.632213    0.670672    
  0.451875    1.113355    0.746108    
  0.203835    0.753099    0.653711    
  0.137284    1.022261    0.757628    
  0.382202    0.708844    0.642210    
  0.318262    0.922321    0.689328    
  0.163920    0.646550    0.710603    
  0.295706    1.140565    0.600445    
  0.446919    0.892956    0.799479    
  0.443444    0.910791    0.723872    
  0.288345    0.672072    0.676009    
  0.170522    1.152472    0.784598    
  0.322492    0.866914    0.615276    
  0.377058    1.101752    0.668641    
  0.128261    0.778841    0.731326    
  0.212101    1.034093    0.628990    
  0.457775    0.683021    0.770996    
  0.481916    1.176220    0.646626    
  0.236195    0.861328    0.753449    
  0.103922    0.963214    0.657354    
  0.352770    0.601485    0.742716    
  0.348351    0.992180    0.789834    
  0.196427    0.743097    0.610328    
  0.262685    1.069836    0.700183    
  0.417731    0.792592    0.699998    
  0.404895    1.052608    0.760161    
  0.250618    0.813926    0.639666    
  0.184067    1.008387    0.749824    
  0.335222    0.722793    0.650009    
  0.365227    0.945876    0.603378    
  0.117149    0.622928    0.796557    
  0.248934    1.192243    0.692640    
  0.493885    0.841208    0.707277    
  0.469548    1.013350    0.681353    
  0.224643    0.698496    0.718669    
  0.141292    1.123819    0.621017    
  0.389319    0.762053    0.779011    
  0.309558    1.131618    0.726134    
  0.158358    0.882498    0.673996    
  0.276475    0.932675    0.765395    
  0.430803    0.655467    0.634718    
  0.426385    1.038254    0.772570    
  0.280699    0.676534    0.627463    
  0.159457    1.101262    0.736049    
  0.308265    0.786380    0.663965    
  0.391395    1.144803    0.616949    
  0.139413    0.867568    0.783171    
  0.219639    0.917149    0.680832    
  0.474749    0.668075    0.719294    
  0.498841    1.077513    0.695127    
  0.243783    0.791965    0.704711    
  0.115123    0.985832    0.608606    
  0.367059    0.747121    0.791213    
  0.334173    0.959063    0.737944    
  0.185313    0.607999    0.661980    
  0.254990    1.176719    0.751826    
  0.400721    0.853817    0.648105    
  0.412581    1.198786    0.712051    
  0.267642    0.837028    0.688014    
  0.198258    0.938319    0.798181    
  0.346325    0.623474    0.601902    
  0.354016    1.007715    0.654878    
  0.102873    0.730516    0.745295    
  0.232022    1.056660    0.641387    
  0.486287    0.807550    0.758780    
  0.461999    0.933356    0.633045    
  0.207682    0.647772    0.766824    
  0.126968    1.127575    0.669175    
  0.378157    0.888902    0.730712    
  0.320613    1.117286    0.777436    
  0.172598    0.766259    0.622542    
  0.293547    1.020916    0.713944    
  0.438440    0.697978    0.686028    
  0.445820    1.091399    0.612325    
  0.296999    0.778009    0.787507    
  0.168338    1.046594    0.697662    
  0.314037    0.686293    0.702165    
  0.387206    0.907396    0.755141    
  0.132083    0.659741    0.644776    
  0.201760    1.153180    0.740880    
  0.453754    0.877437    0.659055    
  0.479613    0.977142    0.733516    
  0.227664    0.737580    0.666512    
  0.106423    1.087022    0.768852    
  0.361493    0.800549    0.631170    
  0.338178    1.168139    0.677893    
  0.192433    0.844312    0.722219    
  0.272660    0.968608    0.613633    
  0.421532    0.616693    0.786498    
  0.408965    0.947310    0.672099    
  0.260911    0.633884    0.727775    
  0.180196    1.188406    0.636373    
  0.325122    0.828142    0.763507    
  0.373633    1.065542    0.716492    
  0.119381    0.817923    0.683494    
  0.240330    0.997299    0.781142    
  0.491460    0.721519    0.618825    
  0.465796    1.137742    0.794852    
  0.214620    0.898143    0.605217    
  0.145237    0.924148    0.709125    
  0.399541    0.637712    0.690951    
  0.300786    1.030973    0.637681    
  0.155906    0.707183    0.762500    
  0.285055    1.108041    0.652333    
  0.433057    0.756089    0.747830    
  0.434328    1.106891    0.787949    
  0.285541    0.754949    0.611987    
  0.154833    1.029824    0.701820    
  0.300492    0.706043    0.698098    
  0.399051    0.925270    0.645121    
  0.143969    0.638842    0.754704    
  0.214911    1.138863    0.658612    
  0.466872    0.899274    0.741219    
  0.491166    0.996150    0.666955    
  0.239257    0.720379    0.733177    
  0.119868    1.064392    0.630825    
  0.374904    0.816784    0.769289    
  0.326198    1.189528    0.722564    
  0.180487    0.829273    0.677457    
  0.259642    0.948432    0.786055    
  0.408475    0.635014    0.613971    
  0.420457    0.969729    0.727429    
  0.272368    0.617824    0.672536    
  0.193702    1.169260    0.763950    
  0.338668    0.845443    0.636034    
  0.361788    1.085873    0.683052    
  0.107495    0.799409    0.716830    
  0.227177    0.975992    0.619169    
  0.478342    0.736440    0.780707    
  0.454244    1.154301    0.604873    
  0.203028    0.878567    0.795288    
  0.131792    0.908517    0.691393    
  0.386130    0.660872    0.708787    
  0.312766    1.045445    0.762057    
  0.167851    0.685153    0.638020    
  0.298071    1.090250    0.748175    
  0.446114    0.776869    0.651896    
  0.437950    1.019703    0.627900    
  0.292279    0.696755    0.772225    
  0.172889    1.116073    0.663626    
  0.321689    0.765037    0.736492    
  0.379428    1.128779    0.783509    
  0.127454    0.890097    0.616507    
  0.206609    0.934561    0.718858    
  0.461705    0.648966    0.681176    
  0.487363    1.055447    0.705147    
  0.232313    0.806328    0.694782    
  0.101605    1.006502    0.790874    
  0.353526    0.729294    0.609048    
  0.346031    0.939523    0.662320    
  0.197186    0.624668    0.737501    
  0.268128    1.199989    0.647668    
  0.413852    0.838224    0.752171    
  0.401016    1.177923    0.687675    
  0.256062    0.855012    0.712494    
  0.184827    0.960267    0.602339    
  0.332902    0.609194    0.797836    
  0.365983    0.984618    0.744858    
  0.114831    0.745900    0.655224    
  0.245051    1.076301    0.759119    
  0.499331    0.790743    0.640944    
  0.473478    0.918353    0.766485    
  0.219153    0.669270    0.633488    
  0.140486    1.146007    0.731149    
  0.391690    0.868762    0.668830    
  0.308755    1.100049    0.622106    
  0.160725    0.785158    0.777780    
  0.280407    1.037041    0.686366    
  0.425309    0.675312    0.713502    
  0.430313    0.931544    0.676452    
  0.275207    0.654346    0.723532    
  0.158649    1.130487    0.614931    
  0.310634    0.881376    0.785035    
  0.390590    1.124959    0.731671    
  0.141779    0.763201    0.668205    
  0.223571    1.014490    0.770553    
  0.469254    0.699645    0.629328    
  0.494960    1.191113    0.753891    
  0.249225    0.840086    0.646288    
  0.115880    0.944745    0.742371    
  0.364737    0.621807    0.657790    
  0.334927    1.009527    0.610673    
  0.182995    0.723942    0.789397    
  0.251105    1.053748    0.699555    
  0.406166    0.815075    0.700522    
  0.418026    1.070976    0.639322    
  0.263758    0.793741    0.760597    
  0.195940    0.993320    0.650451    
  0.347080    0.744246    0.749485    
  0.351694    0.962084    0.796114    
  0.103630    0.600363    0.603717    
  0.237463    1.175089    0.707622    
  0.482406    0.860207    0.692203    
  0.456504    1.035233    0.718324    
  0.211614    0.684170    0.681790    
  0.129334    1.102892    0.779454    
  0.377352    0.779990    0.620678    
  0.322982    1.151341    0.673554    
  0.171790    0.865792    0.726473    
  0.288054    0.909661    0.635062    
  0.442368    0.670951    0.764959    
  0.448190    1.139371    0.739840    
  0.296192    0.891752    0.660335    
  0.162847    0.921126    0.750177    
  0.317967    0.645347    0.649992    
  0.381712    1.023483    0.696621    
  0.136016    0.710057    0.703443    
  0.204127    1.114577    0.607359    
  0.452951    0.754312    0.792722    
  0.477293    0.954800    0.618647    
  0.228424    0.631010    0.781332    
  0.111866    1.181870    0.678984    
  0.357614    0.829918    0.720990    
  0.343625    1.063912    0.773865    
  0.188551    0.824314    0.626003    
  0.270342    1.000321    0.734604    
  0.422288    0.713884    0.665282    
  0.409721    0.983569    0.776128    
  0.258594    0.735914    0.623990    
  0.176314    1.079350    0.715401    
  0.330569    0.803607    0.684723    
  0.369753    1.165228    0.631360    
  0.124824    0.851839    0.768675    
  0.241089    0.970421    0.671011    
  0.489140    0.610120    0.729005    
  0.464993    1.094309    0.653373    
  0.216987    0.770483    0.746550    
  0.149170    1.044781    0.642646    
  0.394047    0.692866    0.757284    
  0.304716    0.900969    0.710166    
  0.150415    0.661407    0.689673    
  0.284248    1.160851    0.799818    
  0.435427    0.874378    0.600002    
  0.436148    1.003207    0.706890    
  0.281868    0.727317    0.693034    
  0.152820    1.057423    0.795382    
  0.303971    0.809622    0.604547    
  0.396476    1.196548    0.651184    
  0.148401    0.836393    0.748655    
  0.217683    0.941352    0.640054    
  0.462637    0.628109    0.759767    
  0.488298    1.118635    0.635892    
  0.243396    0.766574    0.764226    
  0.122542    1.018167    0.674384    
  0.370571    0.694194    0.725740    
  0.328311    0.936977    0.778623    
  0.177107    0.650650    0.621411    
  0.257727    1.127096    0.717494    
  0.412052    0.887681    0.682522    
  0.424693    1.147401    0.771383    
  0.269598    0.871474    0.628596    
  0.189271    0.915642    0.732501    
  0.341244    0.667878    0.667472    
  0.358310    1.038288    0.614101    
  0.109510    0.678170    0.785767    
  0.230853    1.097192    0.675621    
  0.476524    0.783912    0.724265    
  0.450668    0.958141    0.698823    
  0.204945    0.606043    0.701351    
  0.135174    1.181073    0.609941    
  0.384019    0.857136    0.790228    
  0.317100    1.074028    0.743103    
  0.165179    0.787738    0.656960    
  0.293934    0.987622    0.754624    
  0.448984    0.748171    0.645458    
  0.441526    1.067250    0.671841    
